                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.6772,                 1.2957,                 1.2807,                0.56148,                 0.4129,                0.38144,                0.14663,                 2.1667,                 2.4399,                 1.5589,               0.005182,               0.005182,               0.005182
                    149,                 1.6106,                 1.2256,                 1.2422,                0.59992,                0.40631,                0.36931,                0.13887,                 2.1856,                 2.3746,                  1.575,               0.005149,               0.005149,               0.005149
                    150,                 1.6215,                 1.2011,                 1.2326,                0.56321,                0.40645,                0.36857,                 0.1384,                 2.2122,                 2.3612,                 1.5869,               0.005116,               0.005116,               0.005116
                    151,                 1.6029,                 1.2613,                 1.2286,                 0.6015,                    0.4,                0.38179,                0.14933,                 2.1879,                 2.4083,                 1.5794,               0.005083,               0.005083,               0.005083
                    152,                 1.5938,                 1.1912,                 1.2174,                0.65268,                    0.4,                0.38184,                0.15108,                 2.1892,                 2.4878,                 1.5917,                0.00505,                0.00505,                0.00505
                    153,                 1.6106,                 1.2074,                 1.2298,                0.64742,                0.39096,                0.38492,                0.15004,                 2.1427,                 2.3353,                 1.5742,               0.005017,               0.005017,               0.005017
                    154,                 1.5596,                 1.1803,                  1.202,                0.55521,                 0.4129,                0.36683,                0.14237,                 2.1516,                 2.4346,                 1.6055,               0.004984,               0.004984,               0.004984
                    155,                 1.5844,                 1.2238,                 1.2326,                0.58692,                0.42581,                0.36562,                0.13827,                 2.1808,                 2.4465,                 1.5996,               0.004951,               0.004951,               0.004951
                    156,                 1.5935,                 1.2122,                 1.2001,                0.60929,                0.41251,                0.36758,                0.14633,                 2.1979,                 2.4628,                 1.6038,               0.004918,               0.004918,               0.004918
                    157,                 1.5723,                 1.1818,                  1.223,                0.60884,                0.41172,                0.35501,                0.14446,                 2.1988,                 2.4704,                 1.6081,               0.004885,               0.004885,               0.004885
